ENTITY	CUI
Beclo Asma	C1563764
Aldecin	C1563765
Asmabec Clickhaler	C1563766
Bronchocort	C1563769
Qvar	C0731268
Hydrocarbons, Fluorinated	C0020249
HFA 227	C0528327
apaflurane	C0298499
ONO 1101	C0527325
2',4-dihydroxy-alpha,beta-dihydrochalcone	C1873018
Anti-Dyskinesia Agents	C0242951
AD 810	C0101471
CI 912	C0109726
Zonegran	C0876224
Zonisamide Monosodium	C0953245
Adjuvants, Anesthesia	C0002904
Serotonin 5-HT3 Receptor Agonists	C0162756
Salicylaldehyde ester	C2930430
8-(6-diethylaminohexylamino)-6-methoxy-4-methylquinoline dihydrochloride	C0525536
Sitamaquine	C1099477
WR6026	C1101021
Ondansetron, (R)-Isomer	C0886674
Ondansetron, (S)-Isomer	C0886673
GR38032F	C0733434
Zofran ODT	C0724495
SN-307	C0733435
Zofran	C0206046
iota-carrageenan	C0022030
lambda-Carrageenan	C0022971
kappa-Carrageenan	C0022511
Domperidone Monohydrochloride	C0887340
Domperidone Maleate (1:1)	C0887341
Apo-Domperidone	C1579771
Ratio-Domperidone	C1579774
Nu-Domperidone	C1579779
R-33,812	C0878021
Nauzelin	C1579773
Péridys	C1579777
Novo-Domperidone	C1579780
Domperidon Stada	C1579781
Domperidon AL	C1579772
PMS-Domperidone	C1579775
Domperidon-TEVA	C1579778
Gastrocure	C1579783
Domidon	C1579784
Domperidon Hexal	C1579782
Motilium	C0700011
domperidone maleate	C0771334
Domperidona Gamir	C1720764
indole, 14C-labeled	C0891917
indole hydrochloride	C0891918
cirazoline monohydrochloride	C0952685
LD 3098	C0064702
Syntocinon	C0592155
Pitocin	C0733348
Serc	C0162331
Aequamen	C0001693
PT-9	C0701437
By-Vertin	C1564529
Betahistin AL	C1564538
Betahistin Stada	C1564539
Extovyl	C1564542
Lectil	C1564534
Betahistin-Ratiopharm	C1564540
Melopat	C1564543
Fidium	C1564533
Vertigon	C1564535
Betavert	C1564541
Ribrain	C0917993
Mersilon	C0917994
betahistine hydrochloride	C0282071
Betahistine Dihydrobromide	C0949230
betahistine mesylate	C0242200
Betahistine Biphar	C5551320
Vasomotal	C5551321
Akamin	C1563989
1,3,4-oxadiazole	C3712454
3,5-dihydroxyphenylglycine	C0212486
imidazo(2,1-b)(1,3,4)thiadiazole	C3850187
Oxycontin	C0722364
Eucodal	C0917854
Pancodine	C0917856
Oxiconum	C0729155
oxycodone hydrochloride	C0282274
Theocodin	C0030272
Dinarkon	C4082468
(2RS)-1-(1H-indol-4-yloxy)-3-((2-(2-methoxyphenoxy)ethyl)amino)propan-2-ol	C5691028
2F109	C5691204
(RS)-9	C5691203
3-(1,2,5,6-tetrahydro-4-pyridyl)-5-propoxypyrrolo(3,2-b)pyridine	C0384519
2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine	C0949470
3-methyl-6-chloro-2,3,4,5-tetrahydro-7,8-dihydroxy-1-(3-methylphenyl)-1H-3-benzazepine	C0215264
SDZ HTF 919	C0966948
tegaserod maleate	C1137921
Zelnorm	C1138594
dihydrexidine	C0058038
DAR-0100A	C2974531
phenylguanidine	C0070680
phenylguanidine monohydrochloride	C1563579
phenylguanidine sulfate (1:1)	C1563577
phenylguanidine mononitrate	C1563575
phenylguanidine dihydrobromide	C1563576
phenylguanidinium ion	C0136690
phenylguanidinium chloride	C0136689
phenylguanidinium	C0136688
phenylguanidine sulfate (2:1)	C1563578
Naphthalenesulfonates	C0027379
1-Naphthalenesulfonic acid, 8-hydroxy-, gamma-sultone	C0089602
naphthosultone	C0068427
sultams	C4045612
pyridine monophosphate	C0890750
pyridine perchlorate	C0890739
pyridine hydride	C0890740
pyridine, hydrogen fluoride	C0890745
pyridine perchlorate, 2H-labeled	C0890754
pyridine nitrate	C0890755
pyridine sulfate (2:1)	C0890741
pyridine ion (1-), lithium salt	C0890748
pyridine phosphate (2:1)	C0890753
pyridine, hydrogen bromide	C0890742
pyridine, hydrogen iodide	C0890743
pyridine phosphate	C0890744
pyridine hydride (2:1)	C0890749
pyridine diphosphate	C0890752
pyridine monosulfate	C0890756
pyridine ion (2+)	C0890757
pyridine dinitrate	C0890760
pyridine monohydrate	C0917017
pyridine sulfate	C0890746
pyridine ion (1-), sodium salt	C0890747
pyridine ion (1-), potassium salt	C0890751
pyridine cyanate	C0890758
pyridine perbromate, 82Br-labeled	C0890759
pyridine disulfate	C0890761
fesoterodine fumarate	C2343854
Toviaz	C2370090
protoberberine iodide	C0969966
protoberberine hydroxide	C0951981
carpronium	C0054828
carpronium iodide	C1119988
carpronium chloride, monohydrate	C1119989
Dibenzocycloheptenes	C0012032
ORG 5222	C0083880
asenapine maleate	C2719618
Secuado	C5222065
Saphris	C2719329
NIK 247	C0132499
tetrahydropalmatine	C0076278
rotundine	C0163099
(R)-isomer; corydalis B of tetrahydropalmatine	C0896862
(S)-isomer of tetrahydropalmatine	C0896863
HCl of tetrahydropalmatine	C0896860
HCl(S)-isomer of tetrahydropalmatine	C0896864
HCl(R)-isomer of tetrahydropalmatine	C0896865
(+-)-isomer of tetrahydropalmatine	C0896861
gindarin	C0119184
Rotundium	C0243431
HCl(+-)-isomer of tetrahydropalmatine	C0896866
WY 45,233	C0253887
Pristiq	C1871864
EMD 68843	C0539286
vilazodone hydrochloride	C2962546
Viibryd	C2962550
Pyrimidones	C0034292
Pyrimidinones	C0034290
Drysol	C0306011
aluminum chloride hexahydrate	C0051512
aluminum chloride anhydrous	C3887607
allimin	C1137587
diallyl disulfide-oxide	C0113542
allylthiosulfinate	C1531219
Budesonide, Formoterol Fumarate Drug Combination	C4042792
Fluticasone Propionate, Salmeterol Xinafoate Drug Combination	C1622832
Advair Diskus	C0939246
Advair	C0965130
Advair HFA	C1726029
Seretide	C1130494
indacaterol-glycopyrronium combination	C5433897
Progesterone, (9 beta,10 alpha)-Isomer	C0886987
Progesterone, (17 alpha)-Isomer	C0886986
Progesterone, (13 alpha,17 alpha)-(+-)-Isomer	C0886988
Midon	C1563868
Proamatine	C0722812
Gutron	C0733393
midodrine hydrochloride	C0733394
ST-1085	C0018406
Akineton	C0591048
Biperiden, 1R-(1 alpha,2 alpha(R*),4 alpha)-Isomer	C0887598
Biperiden, 1S-(1 alpha,2 alpha(R*),4 alpha)-Isomer	C0887599
Bridged-Ring Compounds	C0006174
Cholinesterase Reactivators	C0008428
Organophosphate Insecticide Antagonists	C0021581
Insecticides, Organothiophosphate, Antagonists	C0021583
cucurbit(7)uril	C1136666
som-sim	C0143009
Diphenyl Oxides	C0012526
Phenyl Ethers	C0031449
IRL790	C5691206
mesdopetam	C5432298
GABA Uptake Inhibitors	C2936508
Acetaco	C0000964
Algotropyl	C0002046
Anacin-3	C0699139
Datril	C0699140
Acamol	C0699138
Panadol	C0699141
Acephen	C0729009
N-(4-cyanophenylmethyl)-4-(2-diphenyl)-1-piperazinehexanamide	C3493494
Tiapride Hydrochloride	C0886927
Tiapridal	C0795764
FLO-1347	C0795765
Tiapridex	C4045972
Tiaprizal	C3179400
Equilium	C3179401
LU 2030	C0950347
Adrenergic beta-3 Receptor Antagonists	C2936487
(3-aminopropyl)(n-butyl)phosphinic acid	C0212361
CGP 36742	C0212362
Rosaniline Dyes	C0035856
C.I. 42655	C0107814
supranol cyanine G	C0144166
RGH-188	C4508892
Vraylar	C4056542
cariprazine hydrochloride	C4058574
diphenyl, 14C-labeled	C0916961
Performance-Enhancing Substances	C2936450
Spiro Compounds	C0037968
spiro(1-azabicyclo(2.2.2)octane-3,5'-oxazolidin-2'-one)	C0995193
Lon798	C0733430
Tenex	C0242580
BS-100-141	C0733428
Estulic	C0733429
Vasopressin Antagonist	C3537128
RWJ-22164	C0078129
ORF-22164	C0285141
homatropine methylbromide, endo-(+-)-isomer	C0970652
homatropine methylbromide, (3(R)-endo)-isomer	C0957639
homatropine methylbromide iodide, (3(R)-endo)-isomer	C0957640
homatropine methylbromide iodide, (3(S)-endo)-isomer	C0957641
homatropine methylbromide, (3(S)-endo)-isomer	C0957642
Burinex	C0591205
PF-1593	C0701004
Bumex	C0701009
Bumedyl	C1450758
Miccil	C1450761
Drenural	C1450759
Fordiuran	C1450760
Cyclomin	C0591310
Aknemin	C0591049
Blemix	C0591183
Minocin	C0591806
Arestin	C1170070
Minocycline, (4R-(4 alpha,4a beta,5a beta,12a beta))-Isomer	C0887131
Dynacin	C0720114
Apo-Minocycline	C1563993
Lederderm	C1563994
Akne-Puren	C1563990
Aknosan	C1563992
Minoclir	C1563999
Minolis	C1564493
Minox 50	C1563988
Icht-Oral	C1563995
Aknin-Mino	C1563991
Mino-Wolff	C1563998
Minoplus	C1564494
Cyclops brand of minocycline hydrochloride	C1578615
Klinomycin	C1563996
Minakne	C1563997
Dentomycin	C0731509
Minomycin	C3281328
Mestacine	C3489426
Azabicyclo(1.1.0)Butanes	C1955841
Azabicyclo(2.2.2)Octanes	C1955842
Azabicyclo(3.3.1)Nonanes	C1955843
Azabicyclo(4.3.0)Nonanes	C1955844
Azabicyclo(5.2.2)Undecanes	C1955845
Azabicyclo Compounds	C1955840
Phenylurea Compounds	C0031506
A 793394	C2932022
1,4-diazabicyclo(3.2.2)nonan-4-yl(5-(3-(trifluoromethyl)phenyl)furan-2-yl)methanone	C2932020
1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-methylisoxazol-3-yl)urea	C1698343
Novo-Doxepin	C1579448
Doxepin-RPh	C1579450
doxepin hydrochloride	C0700535
Desidox	C1569575
Apo-Doxepin	C1569578
Deptran	C1569576
Quitaxon	C1579456
Doneurin	C1579459
Doxepia	C1579460
Espadox	C1579458
Doxepin beta	C1579449
Mareen	C1579457
Prudoxin	C0876140
Aponal	C1569577
Sinequan	C0728757
Zonalon	C0037172
turmeric oil	C3538555
Curcuma longa root extract	C4759735
erythro-DL-1-(7-methylindan-4-yloxy)-3-isopropylaminobutan-2-ol	C0116505
ICI 111,581	C0123072
ICI 118551, hydrochloride	C0954120
Salagen	C0699930
pilocarpine nitrate	C0351975
Ocusert	C0028870
Isopilocarpine	C0022222
Isoptocarpine	C0022247
Ritanserin Tartrate	C0886784
3-cyano-N-(1,3-diphenyl-1H-pyrazol-5-yl)benzamide	C1530590
KW-4943A	C0527188
KW 4679	C0168853
Patanol	C0722498
anatase	C0103202
rutile	C0141060
Titania	C0145993
MCI 9042	C0083358
Thiazines	C0039858
8-cyclopentyl-3-(3-((4-(fluorosulfonyl)benzoyl)oxy)propyl)-1-propylxanthine	C0391401
Ritanserin Hydrochloride	C0971865
R-55667	C0918008
CLI 095	C3179438
ethyl 6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate	C1674016
ethyl (6R)-6-(N-(2-chloro-4-fluorophenyl)sulfamoyl)cyclohex-1-ene-1-carboxylate	C1675698
Resatorvid	C2981330
Grafil	C0061855
Composipost	C0752474
4-iodo-2,5-dimethoxyphenylisopropylamine, 131I-labeled	C0889809
4-iodo-2,5-dimethoxyphenylisopropylamine hydrochloride, (+-)-isomer	C0889811
4-iodo-2,5-dimethoxyphenylisopropylamine, (R)-isomer	C0889814
4-iodo-2,5-dimethoxyphenylisopropylamine hydrochloride, (R)-isomer	C0889813
4-iodo-2,5-dimethoxyphenylisopropylamine, (+-)-isomer	C0889812
2,5-dimethoxy-4-iodoamphetamine hydrochloride	C0283171
4-iodo-2,5-dimethoxyphenylisopropylamine, 123I-labeled	C0889810
Heterocyclic Compounds, 3-Ring	C0019401
Rhod-2 probe	C3713889
NG-Nitroarginine Methyl Ester, D-Orn-Isomer	C0886628
NG-Nitroarginine Methyl Ester, L-Orn-Isomer, Monohydrochloride	C0949558
Purinergic Agents	C2936549
Diarylheptanoids	C1136116
Diarylheptanones	C1136117
Curcuminoid	C4086228
Cyclic Diarylheptanoids	C5200834
Acyclic Diarylheptanoids	C4760589
Glycerides	C0017860
S-(2-guanidylethyl)isothiourea	C1870100
azzalure	C4310350
3-(2-ethylphenoxy)-1-(1,2,3,4-tetrahydronaphth-1-ylamino)-2-propanol oxalate	C0386263
Lipoxins	C0599689
indolizine	C0220858
Styrenes	C0038513
ethyl apovincaminate, (3alpha,16alpha)-isomer	C0889427
ethyl apovincaminate tartrate (1:1)	C0889428
ethyl apovincaminate, 3H-labeled	C0889431
ethyl apovincaminate, 2-oxopentanedioate (1:1)	C0889430
ethyl apovincaminate, (+-)-isomer	C0916979
Cavinton	C0124496
RGH-4405	C0140358
TCV-3B	C0144913
Kavinton	C1529251
ethyl apovincaminate, (16alpha)-isomer	C0889429
Indenes	C0021188
4-aminobenzoate	C1703206
O-desethyl-belnacasan	C5690704
VX-765 hemiketal	C5690706
VRT-043198	C5690705
belnacasan	C5419285
N-(1,2,3,5,6,7-hexahydro-S-indacen-4-ylcarbamoyl)-4-(2-hydroxy-2-propanyl)-2-furansulfonamide	C5226510
MCC-950	C4044426
CRID3	C5544968
CP-456773	C5435438
Cyclohexanecarboxylic Acids	C0010567
Cyclopropanes	C0010588
ZK-62711	C0149429
ceefourin 1	C3886199
Daliresp	C2980159
SB 207499	C0670284
Cilomilast	C0968887
Ariflo	C0670282
Nuplazid	C4238587
pimavanserin tartrate	C2607621
alpha-Amylases	C0002245
Alpha-Amylase Bayer	C1564486
Maxilase	C1564487
Mégamylase	C1564488
boron oxide hydroxide	C0892158
pyrrolidine hydrochloride	C0955344
Organic Pigments	C1569488
2-methoxy-3-oxoaaptamine	C3852801
Amanta-HCI-AZU	C1448363
Amantadina Llorente	C1448367
Gen-Amantadine	C1448370
Infecto-Flu	C1448371
Amantadin AZU	C1448378
Amanta	C1448362
Amantadin-ratiopharm	C1448365
PMS-Amantadine	C1448372
Amantadin-neuraxpharm	C1448375
Infex	C1448376
tregor	C1448377
Adekin	C1448361
Amantadin Stada	C1448364
Cerebramed	C1448369
Amantadina Juventus	C1448366
Amantadin AL	C1448374
amantadine sulfate	C0002404
Midantan	C0947654
Symadine	C0723562
Symmetrel	C0026055
Viregyt	C0042748
Wiregyt	C0043191
Tubulin Inhibitors	C1563758
Tubulin Promoters	C1563759
gamma-carboline monohydrochloride	C0957591
gamma-carboline hydrochloride	C0957592
gamma-carboline	C0061034
Pectinic Acid	C4551611
pectin	C0070203
Zinc Pectinate	C2936185
Pectins	C0030744
Calcium Pectinate	C2742092
Thioridazine-Neurazpharm	C2350042
Thiozine	C2350043
Sonapax	C0025225
Melzine	C2350046
N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide	C0950855
N-(4-hydroxy-beta-phenethyl)-4-hydroxycinnamide	C0162904
El 737	C0115635
LY 031537	C0126307
Cyclobutanes	C0010556
squaric acid	C0075092
squaric acid, disilver (+1) salt	C0970330
squaric acid, monopotassium salt monohydrate	C0954910
squaric acid, dipotassium salt	C0954908
squaric acid, nickel (+2), (1:1) salt dihydrate	C0954909
squaric acid, monopotassium salt	C0954911
squaric acid, disodium salt	C0954912
Mellaril	C0591768
Rideril	C0592059
thioridazine hydrochloride	C0700499
Apo-Thioridazine	C2350044
Aldazine	C2350047
Melleretten	C2350045
7-(4-(2-(4-fluoro-phenyl)-ethyl)-piperazine-1-carbonyl)-1H-indole-3-carbonitrile HCl	C1451040
N-(4-(2-methoxyphenoxy)phenyl)-N-(2,2,2-trifluoroethylsulfonyl)pyrid-3-ylmethylamine	C1310878
LY 314582	C0536551
LY 366563	C0536553
LY 354740	C0536550
eglumetad	C2699859
2-aminobicyclo(3.1.0)hexane-2,6-dicarboxylic acid	C0536547
salicylamide, monosodium salt	C0892021
salicylamide sulfate	C0892022
salicylamide, calcium (2:1) salt	C0892023
salicylamide, 3H-labeled	C0892024
1-Methyl-4-phenylpyridinium Chloride	C0887717
Kaempferols	C1257968
Vasoactive Antagonists	C0042394
Dihydergot	C5200969
Migranal	C0086157
Seglor	C0011830
dihydroergotamine mesylate	C0700532
DET MS	C1569335
Clavigrenin	C1569337
Dihytamin	C1569347
D-Tamin Retard L.U.T.	C1569336
Angionorm	C1569338
Tamik	C1569342
Ergont	C1569345
DHE-Puren	C1569334
DHE-Ratiopharm	C1569339
Verladyn	C1569341
Ikaran	C1569343
Erganton	C1569346
Dihydroergotamin AL	C1569348
Ergotam Von Ct	C1569344
DHE-45	C0733797
Ergomimet	C0733799
Orstanorm	C0733798
Adrenergic beta-1 Receptor Agonists	C2936796
N-(4-((5-(hydroxy(phenyl)methyl)pyrrolidin-2-yl)methyl)phenyl)-4-oxo-4,6,7,8-tetrahydropyrrolo(1,2-a)pyrimidine-6-carboxamide	C4278443
vibegron	C4279743
MK-4618	C4279742
bicyclo(3.1.1)hept-2-ene-2-methanol, 4-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-6,6-dimethyl-, (1R,4S,5R)-	C4743067
HU 433	C4548821
Rimonabant Hydrochloride	C4704751
Acomplia	C2002731
Zimulti	C4552010
5F-MDMB-PICA	C5433895
diphenoxylate hydrochloride	C0282145
Angiotensin II, Ile(5)-	C0051871
Angiotensin II, Val(5)-	C0750914
3,4-Dihydroxyphenylacetic Acid, Monosodium Salt	C0887671
BF2.649	C1873351
Wakix	C5207649
BF-2549	C5829299
solriamfetol	C4726765
solriamfetol hydrochloride	C4765130
(2R)-2-amino-3-phenylpropyl carbamate	C4765224
Sunosi	C4765138
pomegranate fruit extract	C1509685
tetrahydroquinoline	C2931933
1,2,3,4-tetrahydroquinoline	C2742525
Renitec	C0600128
enalapril maleate	C0700452
MK-421	C0014026
Tagamet	C0592157
Altramet	C0085781
Biomet	C0085898
Biomet400	C0085899
Histodil	C0700652
SK&F-92334	C0700700
Eureceptor	C0700651
cimetidine hydrochloride	C0304539
bismuth	C0005642
Biaxin	C0701281
TE-031	C0701280
A-56268	C0701282
Esomeprazole Strontium Anhydrous	C3661478
Esomeprazole Potassium	C3661479
esomeprazole sodium	C1337241
esomeprazole magnesium	C0937622
Nexium	C0939400
esomeprazole strontium	C3540733
Pylorid	C0592024
Tritec	C0650259
Raniberl	C0650260
GR 122311X	C0120240
AF-102B	C0050910
FKS 508	C0245633
SNI 2011	C0245634
cevimeline hydrochloride	C0874063
Evoxac	C0876027
AF 102B, (cis-(+))-isomer	C0957900
AF 102B, (trans)-isomer	C0957899
3-amino-N-(4-methoxybenzyl)-4,6-dimethylthieno(2,3-b)pyridine-2-carboxamide	C3659996
Glycine Agents	C0242901
Diketopiperazine Ion (1-)	C0954352
Pyrrolopiperazinediones	C1956016
Naphthalimides	C1721034
Biomarkers, Pharmacological	C1955886
Shenzhiling	C5690967
5-methoxy 3-(1,2,3,6-tetrahydro-4-pyridinyl)1H indole	C0098524
butanedioic acid, compd. with 5-methoxy-3-(1,2,3,6-tetrahydro-4-pyridinyl)-1H-indole	C4742782
Il1rn protein, mouse	C1505677
fucan sulfate Hor-1	C0968750
Mekabu fucoidan	C4276431
Spikevax	C5667132
CX-024414	C5417447
COVID-19 Vaccine Moderna	C5424056
2019-nCoV Vaccine mRNA-1273	C5244457
SARS-CoV-2 (COVID-19) vaccine, mRNA-1273	C5422751
TAK-919	C5566019
mRNA-1273.211	C5566020
M-1273	C5565491
Moderna COVID-19 Vaccine, Bivalent	C5828247
Mandelic Acids	C0024685
Enablex	C1310721
darifenacin hydrochloride	C1610533
darifenacin hydrobromide	C1577176
UK-88525	C1435450
Emselex	C2350686
Ditropan	C0591395
Contimin	C0595181
Oxytrol	C1174892
Pollakisu	C0701103
Apo-Oxybutynin	C1330066
Novo-Oxybutynin	C1330430
Nu-Oxybutyn	C1330437
Gen-Oxybutynin	C1330326
Dresplan	C1452058
Oxymedin	C1452080
Spasmex Oxybutynin	C1452086
Oxybutynin AL	C1452072
oxybutynin von ct	C1452077
PMS-Oxybutynin	C1452081
Renamel	C1452084
Tavor	C1452088
Cystonorm	C1452057
Oxybugamma	C1452069
Oxybutynin Heumann	C1452074
Oxybutynin-Puren	C1452078
Oxybutynin-ratiopharm	C1452079
Zatur	C1452089
Driptane	C1452059
Angiotensin II Type 2 Receptor Blockers	C2936275
Ranexa	C1174784
Ranolazine Hydrochloride	C1882543
RS 43285	C0140941
RS 43285-193	C0140942
Benzodiazepinones	C0005065
5-(3-bromophenyl)-1,3-dihydro-2H-benzofuro(3,2-e)-1,4-diazepin-2-one	C3849385
Dowco 214	C0950239
Reldan	C0950240
chlorpyrifos-methyl	C0055474
Uralyt U	C0147864
citric acid, anhydrous	C0725616
citric acid monohydrate	C0724556
5-Methyl-3-(3-(4-(2-(2,2,2-trifluoroethoxy)phenyl)-1-piperazinyl)propyl)-2,4(1H,3H)-pyrimidinedione	C3661378
8-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-8-azaspiro(4.5)decane-7,9-dione	C0100090
dextromethorphan hydrochloride	C0887411
Dextromethorphan Hydrobromide, (+-)-Isomer	C0887412
Delsym	C0011218
dextromethorphan hydrobromide	C0350422
Dextromethorphan, (+-)-Isomer	C0916919
Dextromethorphan Hydrobromide, Monohydrate	C0887413
Racemethorphan	C0034505
5-((2,4-Diamino-5-pyrimidinyl)oxy)-4-isopropyl-2-methoxybenzenesulfonamide	C5391240
MK-7264	C5392627
AF-219	C4044479
Gefapixant	C5139827
benzaldehyde, formyl-(14)C-labeled	C0892138
Serotonin 5-HT4 Receptor Antagonists	C2936527
Vegetable Oils	C0042438
pyrazolanthrone	C0968382
NSC-75890	C4307583
4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole	C1434972
sodium caseinate	C0037488
alpha-casozepine	C4549174
Secosteroids	C0036532
physalin G	C3252297
NSC-287088	C0163749
physalin F	C0169842
5beta,6beta-epoxyphysalin B	C3852790
Metal Antagonists	C0282098
Metal Chelating Agents	C3853053
BE 14348A	C0105464
(2S)-naringenin	C5829281
naringenin-7-sulfate	C1258805
decahydro-6-(phosphonomethyl)-3-isoquinolinecarboxylic acid	C0257653
MDL 100105	C0656634
volinanserin	C0212181
Catechol-O-methyltransferase inhibitor	C0595267
Tasmar	C0595276
Ro 40-7592	C0084396
SOM0226	C3886756
8-gingerol	C2604962
Zaditen	C0878100
ketotifen fumarate	C0043443
FPL-670	C0700885
Vicrom	C0700882
Aarane	C0700887
Lomudal	C0700884
Oxytocics	C0030094
Sandostatin	C0678117
SMS 201-995	C0728977
octreotide acetate	C0724649
Sodium Chloride Symporter Inhibitors	C1563711
Potassium Depleting Diuretics	C1563712
Lilly 109514	C0969772
nabilone, (cis-(+-))-isomer	C0952388
nabilone, (6aR-trans)-isomer	C0952389
nabilone, (6aS-trans)-isomer	C0952390
Cesamet	C1263104
nabilone, (trans-(+-))-isomer	C0952387
reboxetine mesylate	C0168387
Vestra	C1097022
butyl bromide	C0626372
Arimidex	C0878174
ZD-1033	C0290882
ICI D1033	C0733865
Nitro-Dur	C0699224
Sustac	C0699225
Susadrin	C0699243
Sustak	C0699244
Trinitrolong	C0699247
Gilustenon	C0699230
Nitro-Bid	C0699232
Nitrong	C0699239
Nitrangin	C0699231
Nitroderm	C0699234
Nitrolan	C0699238
Nitrocard	C0699233
Nitroderm TTS	C0699235
Nitroglyn	C0699236
Nitrol	C0699237
Nitrostat	C0699241
Perlinganit	C0699242
Tridil	C0699226
Anginine	C0699229
Nitrospan	C0699240
Sustonit	C0699245
Transderm Nitro	C0699246
nalbuphine hydrochloride	C0600099
Nalbuphine Serb	C2936900
EN-2234A	C0733395
Nubain	C0028569
Phycotoxins	C5828531
Nipride	C0591866
Nipruton	C0701401
Naniprus	C0701402
Nitropress	C0722119
Nitroprussiat Fides	C1564126
Nitriate	C1564125
Ketostix	C1564124
nitroprusside	C0028193
Nitroprusside, Disodium Salt, Dihydrate	C0949373
Leuprolide Monoacetate	C0886797
Leuprolide, (DL-Leu)-Isomer	C0886796
TAP-144	C0086550
Lupron	C0701459
A-43818	C0701460
Leuprolide, (L-Leu)-Isomer	C0886795
Enantone	C0524775
Calcitonin Gene-Related Peptide Receptor Antagonists	C4704728
GEPANTS	C4704729
Nalcrom	C0591841
Opticrom	C0591910
Bicromat Spray	C0700886
cromoglycate	C0010347
Nasalcrom	C0700883
Intal	C0591652
SR58611A	C5690659
Amibegron Hydrochloride	C0171459
cinnamic acid, 2-(13)C-labeled cpd	C0891696
cinnamic acid, 1-(13)C-labeled cpd	C0891697
tritium labeled (E)-cinnamic acid	C0891699
cinnamic acid, 3-(14)C-labeled cpd	C0891687
cinnamic acid, potassium salt	C0891688
cinnamic acid, 2-(14)C-labeled cpd	C0891691
cinnamic acid, radical ion(1-)	C0891692
cinnamic acid, sodium salt(Z)-isomer	C0891698
tritium labeled (Z)-cinnamic acid	C0891700
cinnamic acid, zinc salt(E)-isomer	C0891702
cinnamic acid, nickel (+2) salt	C0891701
cinnamic acid, (Z)-isomer	C0891685
cinnamic acid, ion(1-)-(E)-isomer	C0891689
cinnamic acid, sodium salt(E)-isomer	C0891690
cinnamic acid, 1-14C-labeled cpd	C0891693
sodium cinnamate	C0891695
(E)-cinnamic acid, 2-(14)C-labeled cpd	C0891694
E-Z cinnamic acid	C5545157
Dihexazin	C0012267
Peritol	C0031137
Periactin	C0031017
Antergan	C0003150
Viternum	C0042898
peptide YY (3-36)	C0070359
Sulfite Cellulose	C0936238
Heweten	C0733544
Avicel	C0733543
Alphacel	C0733542
Rayophane	C0733545
Surelease	C0752450
Aquacoat	C1100734
Ethocel 7cP	C2713365
Enduramide	C0699712
Papulex	C0699714
Nicotinsureamid Jenapharm	C1449931
Nicobion	C1449930
E-600	C0702009
Fosfakol	C0702010
Phosphacol	C0702011
3-(tert-butyl)trifluoroacetophenone	C0908033
lenticin nitrate	C0951051
L 701324	C0299772
7-chloro-4-hydroxy-3-(3-phenoxy)phenyl-2(1H)-quinolone	C0299770
NSC-23909	C0878344
phthalimide	C0070970
phthalimide calcium (2:1) salt	C0955965
